Dead (X),Individual ID (EGGPOD#.HATCHING#_TEMP_LIGHT_SPECIES_SITE),CCode,Site,Species,sex,Temp (HV/LV),Light (L/S),Notes,Date 2nd,2nd Mass (g),Notes 2nd,Date 3rd,3rd Mass (g),Notes 3rd,Date 4th,4th Mass (g),Notes 4th,Date 5th,5th Mass (g),Notes 5th,Date 5th+,5th+ Mass (g),Notes 5th +,Date Adult,Adult Mass (g),Adult Femur Length (mm),Adult Pronotum Length (mm),Notes A,Death date,Death Note,
,F48.5_HV_S_A1,WG,A1,dodg,F,HV,S,,4/21/16,0.0148,,4/25/16,0.018,,5/2/16,0.0368,,5/9/16,0.0966,"not adult, shifted left",5/16/16,0.1527,,5/30/16,0.4713,12.03,4.62,,,,
,F48.6_HV_S_A1,WP,A1,dodg,M,HV,S,,4/21/16,0.0305,,4/23/16,0.032,,5/1/16,0.0953,,5/9/16,0.1644,"not adult, shifted left",5/18/16,0.215,,5/19/16,0.2707,10.46,4.44,,,,
,F48.7_HV_S_A1,GrR,A1,dodg,M,HV,S,,4/21/16,0.0188,,4/23/16,0.021,,4/29/16,0.044,"looks more like a 4th, so shifted left",5/6/16,0.0855,,5/13/16,0.1808,,5/24/16,0.3087,10.85,4.76,,,,
,F48.8_HV_S_A1,GrY,A1,dodg,M,HV,S,,,,,4/21/16,0.0326,,4/23/16,0.0431,,4/30/16,0.0991,,5/6/16,0.1283,,5/16/16,0.2446,11.28,4.38,,,,
X,F7.1_HV_S_B1,WR,B1,dodg,,HV,S,6 dead,,,,4/21/16,0.0375,,4/23/16,0.0498,,5/7/16,0.2133,,,,,,,,,,5/16/16,,
,F7.2_HV_S_B1,WY,B1,dodg,M,HV,S,,,,,4/21/16,0.0371,,4/23/16,0.0377,,5/6/16,0.1349,,,,,5/16/16,0.2312,10.94,4.52,,,,
,F7.3_HV_S_B1,WB,B1,dodg,M,HV,S,,4/21/16,0.0339,,4/24/16,0.0501,,4/30/16,0.1025,,5/7/16,0.1225,"not adult, moved left",,,,5/17/16,0.2139,9.97,4.82,,,,
,F7.4_HV_S_B1,WO,B1,dodg,M,HV,S,,,,,4/21/16,0.0259,,4/26/16,0.0462,,5/9/16,0.1462,,,,,5/19/16,0.2722,9.95,4.49,,,,
X,F37.1_HV_S_A1,WR,A1,dodg,,HV,S,0 dead,,,,4/21/16,0.0146,,5/4/16,0.0842,,4/28/16,0.0343,,5/11/16,0.1311,,,,,,,5/18/16,,
,F37.2_HV_S_A1,WY,A1,dodg,M,HV,S,,4/21/16,0.0256,,4/26/16,0.0468,,4/30/16,0.0737,,5/9/16,0.1458,"not adult, shifted left",,,,5/19/16,0.2625,10.22,4.61,,,,
,F37.3_HV_S_A1,WB,A1,dodg,M,HV,S,,,,,4/21/16,0.0243,,4/25/16,0.0429,,5/2/16,0.0871,,,,,5/18/16,0.2344,11.09,4.57,,,,
,F37.4_HV_S_A1,WO,A1,dodg,F,HV,S,,,,,4/21/16,0.0165,,4/27/16,0.0527,,5/3/16,0.0768,,5/10/16,0.176,,5/20/16,0.3411,12.66,5.42,,,,
,F37.5_HV_S_A1,WG,A1,dodg,M,HV,S,,,,,4/21/16,0.0183,,4/26/16,0.0406,,5/2/16,0.06,,5/10/16,0.1497,,5/20/16,0.2521,11.1,4.6,,,,
,F37.6_HV_S_A1,WP,A1,dodg,M,HV,S,,4/21/16,0.0223,,4/24/16,0.0372,,4/26/16,0.0315,Shifted whole log from 5th to 4th instar due to rapid molt,5/2/16,0.0773,,5/9/16,0.1373,"not adult, must have transitioned as first instar",5/19/16,0.2665,10.46,4.66,,,,
,F20A.1_HV_S_A1,WR,A1,dodg,F,HV,S,0 dead,4/21/16,0.0341,,4/24/16,0.0423,,5/2/16,0.1118,,5/9/16,0.2291,"not adult, shift left",,,,5/19/16,0.4026,12.19,5.32,,,,
,F20A.2_HV_S_A1,WY,A1,dodg,F,HV,S,,4/21/16,0.0338,,4/25/16,0.0509,,5/2/16,0.111,,5/9/16,0.1935,"not adult, shifted left",,,,5/19/16,0.4512,12.35,5.45,,,,
X,F20A.3_HV_S_A1,WB,A1,dodg,,HV,S,,4/21/16,0.0322,,4/25/16,0.0539,,5/2/16,0.0908,,5/7/16,0.119,"not adult, shifted left",,,,,,,,,5/18/16,,
X,F20A.4_HV_S_A1,WO,A1,dodg,F,HV,S,,,,,4/21/16,0.021,,4/28/16,0.0371,,5/6/16,0.0921,#NAME?,5/16/16,0.2031,,5/27/16,0.221,11.31,4.79,,5/30/16,,
,F20A.5_HV_S_A1,WG,A1,dodg,F,HV,S,,4/21/16,0.0157,,4/28/16,0.0582,,5/4/16,0.0794,,5/6/16,0.1333,,5/12/16,0.2512,,5/22/16,0.3583,11.75,5.12,"shifted because extra molt, was not transferred to large bin on 5/12",,,
,F20A.6_HV_S_A1,WP,A1,dodg,F,HV,S,,4/21/16,0.035,,4/24/16,0.0468,,4/30/16,0.1059,,5/9/16,0.1946,"not adult, shifted left",,,,5/19/16,0.3004,11.95,4.94,,,,
X,F20A.7_HV_S_A1,,A1,dodg,,HV,S,,,,,4/21/16,0.0333,,4/25/16,0.0418,,,,,,,,,,,,,5/9/16,,
,F20A.8_HV_S_A1,GrY,A1,dodg,M,HV,S,,4/21/16,0.0257,,4/25/16,0.0352,,5/2/16,0.0786,,5/9/16,0.1578,"not adult, shifted left",,,,5/19/16,0.2188,10.08,4.1,,,,
,F20A.9_HV_S_A1,GrB,A1,dodg,M,HV,S,,,,,4/21/16,0.0276,,4/26/16,0.0548,,5/2/16,0.0905,,5/10/16,0.1693,,5/22/16,0.2542,10.97,4.32,,,,
,F20A.10_HV_S_A1,GrO,A1,dodg,M,HV,S,,4/21/16,0.0331,,4/24/16,0.0456,,4/30/16,0.0927,,5/9/16,0.1635,"not adult, shifted left",,,,5/18/16,0.3235,10.22,4.47,,,,
X,F20A.11_HV_S_A1,,A1,dodg,,HV,S,,,,,4/21/16,0.0336,,4/25/16,0.0618,,5/2/16,0.0925,missing right leg,,,,,,,,,5/6/16,,
X,F20A.12_HV_S_A1,GrP,A1,dodg,M,HV,S,,,,,4/21/16,0.0227,,4/26/16,0.0367,,5/3/16,0.0699,,,,,5/22/16,0.2182,10.81,4.33,,5/31/16,,
,F20A.13_HV_S_A1,GrY,A1,dodg,F,HV,S,,4/21/16,0.0339,,4/25/16,0.0412,,5/2/16,0.1202,,5/9/16,0.2081,"not adult, shift left",,,,5/19/16,0.3855,12.28,5.12,,,,
X,F71.1_HV_S_C1,WR,C1,dodg,F,HV,S,0 dead,4/21/16,0.0332,,4/24/16,0.0425,,4/26/16,0.0649,Shifted whole log from 5th to 4th due to rapid molt,4/29/16,0.0718,,5/6/16,0.2136,,5/16/16,0.3666,11.96,5.41,,5/23/16,,
,F71.2_HV_S_C1,WY,C1,dodg,,HV,S,,,,,4/21/16,0.0342,,4/23/16,0.0496,,4/28/16,0.0688,,5/5/16,0.1384,,,,,,,5/12/16,,
,F71.3_HV_S_C1,WB,C1,dodg,M,HV,S,,,,,4/21/16,0.0292,,4/22/16,0.028,,4/28/16,0.0538,,5/6/16,0.1163,,5/16/16,0.2078,10.13,4.27,,,,
,F71.4_HV_S_C1,WO,C1,dodg,M,HV,S,,,,,4/21/16,0.0272,,4/23/16,0.0363,,4/29/16,0.0711,,5/5/16,0.1001,,5/14/16,0.1785,10.18,3.95,,,,
X,F38C.1_HV_S_B1,WR,B1,dodg,,HV,S,1 dead,4/21/16,0.0135,,4/22/16,0.0135,,4/28/16,0.0283,,5/5/16,0.0709,,5/13/16,0.1542,Shifted to left,,,,,,5/25/16,,
,F38C.2_HV_S_B1,WY,B1,dodg,F,HV,S,,4/21/16,0.017,,4/26/16,0.0355,,5/3/16,0.085,,5/11/16,0.1368,shifted because not adult,,,,5/20/16,0.3295,12.55,5.37,,,,
,F38C.3_HV_S_B1,WB,B1,dodg,F,HV,S,,,,,4/21/16,0.0203,,4/26/16,0.0356,,5/3/16,0.1115,,5/10/16,0.162,,5/22/16,0.4187,11.33,5.1,,,,
,F38C.4_HV_S_B1,WO,B1,dodg,M,HV,S,,4/21/16,0.0143,,4/22/16,0.0196,,4/28/16,0.0456,,5/3/16,0.0622,not adult so shifted left,5/10/16,0.119,,5/26/16,0.2724,9.81,4.6,"found as adult without a molt, likely adult on 5/10/2016 but recorded as 5th+, adult data corresponds to measurements taken 5/26/2016",,,
,F42.1_HV_L_A1,WR,A1,dodg,F,HV,L,0 dead,,,,4/21/16,0.0325,,4/23/16,0.047,,4/29/16,0.0697,,5/9/16,0.1836,,5/20/16,0.4327,11.98,5.76,,,,
,F42.2_HV_L_A1,WY,A1,dodg,M,HV,L,,,,,4/21/16,0.0306,,4/27/16,0.0815,,5/3/16,0.1199,,,,,5/14/16,0.2118,11.29,4.44,,,,
X,F42.3_HV_L_A1,,A1,dodg,,HV,L,,,,,4/21/16,0.0259,,4/24/16,0.0413,,4/30/16,0.0711,,,,,,,,,,5/9/16,,
,F42.4_HV_L_A1,WO,A1,dodg,M,HV,L,,,,,4/21/16,0.033,,4/22/16,0.0373,,4/28/16,0.0641,,5/5/16,0.1256,,5/16/16,0.2342,11.14,4.67,,,,
,F42.5_HV_L_A1,WG,A1,dodg,F,HV,L,,,,,4/21/16,0.0349,,4/23/16,0.0565,,4/29/16,0.1098,,5/5/16,0.1685,wings apparent,5/17/16,0.3399,11.8,5.38,,,,
,F42.6_HV_L_A1,WP,A1,dodg,F,HV,L,,,,,4/21/16,0.0346,,4/23/16,0.0566,,4/29/16,0.0818,,,,,5/17/16,0.2967,10.65,5.13,,,,
,F42.7_HV_L_A1,GrR,A1,dodg,F,HV,L,,4/21/16,0.0294,,4/23/16,0.033,,5/2/16,0.0738,looks like a 4th so shifted left,5/6/16,0.1555,,5/9/16,0.1464,,5/19/16,0.4125,12.34,5.45,,,,
X,F42.8_HV_L_A1,GrY,A1,dodg,M,HV,L,,,,,4/21/16,0.0328,,4/22/16,0.0466,,5/5/16,0.1593,,,,,5/14/16,0.2188,10.14,3.71,,6/3/16,,
,F42.9_HV_L_A1,GrB,A1,dodg,F,HV,L,,4/21/16,0.0309,,4/23/16,0.0374,shifted to 3rd from 4th due to rapid molt,4/24/16,0.0344,,5/3/16,0.1047,,5/9/16,0.1991,,5/18/16,0.3097,10.84,5.32,not sure it's an adult,,,
,F42.10_HV_L_A1,GrO,A1,dodg,M,HV,L,,,,,4/21/16,0.0292,,4/23/16,0.0487,,4/29/16,0.0676,,5/9/16,0.1432,,5/20/16,0.2036,10.12,3.88,,,,
,F5.1_HV_L_A1,WR,A1,dodg,M,HV,L,0 dead,,,,4/21/16,0.0355,,4/24/16,0.0547,,4/30/16,0.1042,,5/6/16,0.134,,5/16/16,0.2455,11.57,4.62,,5/19/16,,
,F5.2_HV_L_A1,WY,A1,dodg,M,HV,L,,,,,4/21/16,0.036,,4/22/16,0.0566,,4/28/16,0.1088,,5/5/16,0.1869,,5/14/16,0.2279,11.15,4.17,,,,
,F5.3_HV_L_A1,WB,A1,dodg,F,HV,L,,,,,4/21/16,0.0423,,4/29/16,0.0931,,5/6/16,0.2557,,,,,5/17/16,0.4909,12.03,5.51,,,,
,F38D.1_HV_L_B1,WR,B1,dodg,,HV,L,2 dead,,,,4/21/16,0.0335,,4/25/16,0.0577,,4/30/16,0.1031,,,,,,,,,,,,
,F38D.2_HV_L_B1,WY,B1,dodg,F,HV,L,,,,,4/21/16,0.0344,,4/25/16,0.0544,,5/2/16,0.1332,,,,,5/21/16,0.4358,12.48,5.4,,,,
,F55.1_HV_L_B1,WR,B1,dodg,M,HV,L,1 dead,,,,4/21/16,0.0335,,4/25/16,0.0529,,4/30/16,0.0963,,5/7/16,0.1621,,5/17/16,0.246,10.27,4.47,,,,
,F55.2_HV_L_B1,WY,B1,dodg,F,HV,L,,,,,4/21/16,0.0339,,4/25/16,0.038,,5/2/16,0.1059,,,,,5/19/16,0.3904,11.48,5.41,,,,
,F40.1_HV_L_B1,WR,B1,dodg,M,HV,L,1 dead,,,,4/21/16,0.0329,,4/23/16,0.0456,,4/29/16,0.0666,,5/6/16,0.1559,,5/16/16,0.2387,11.14,4.43,,,,
,F40.2_HV_L_B1,WY,B1,dodg,F,HV,L,,4/21/16,0.0296,,4/24/16,0.0372,,4/30/16,0.0874,,5/7/16,0.1987,,5/14/16,0.2092,,5/19/16,0.4162,12.05,5.36,,,,
,F40.3_HV_L_B1,WB,B1,dodg,M,HV,L,,,,,4/21/16,0.0298,,4/24/16,0.0411,,4/30/16,0.0661,,5/7/16,0.1471,,5/17/16,0.2071,9.89,3.91,,5/19/16,,
X,F40.4_HV_L_B1,,B1,dodg,,HV,L,,,,,4/21/16,0.0326,,4/22/16,0.0363,,4/28/16,0.0636,,5/5/16,0.1569,,,,,,,5/11/16,,
,F40.5_HV_L_B1,WG,B1,dodg,M,HV,L,,,,,4/21/16,0.0298,,4/23/16,0.0426,,4/29/16,0.0736,,5/5/16,0.1557,,5/14/16,0.2073,11.33,4.03,found as adult without molt,,,
,F40.6_HV_L_B1,WP,B1,dodg,F,HV,L,,,,,4/21/16,0.0344,,4/24/16,0.0501,,4/30/16,0.1102,,5/7/16,0.2506,,5/21/16,0.4304,11.85,5.1,,,,
X,F40.7_HV_L_B1,,B1,dodg,,HV,L,,,,,4/21/16,0.0372,,4/24/16,0.0511,,5/2/16,0.1712,,5/7/16,0.1722,,,,,,,5/12/16,,
,F8A.1_LV_S_A1,WR,A1,dodg,F,LV,S,2 dead,,,,4/21/16,0.0278,,4/25/16,0.0376,,5/3/16,0.1251,,5/11/16,0.2332,,5/23/16,0.4115,12.02,5.15,,,,
,F8A.2_LV_S_A1,WY,A1,dodg,M,LV,S,,,,,4/21/16,0.0246,,4/26/16,0.0375,,5/3/16,0.0922,,5/13/16,0.1931,,5/23/16,0.2781,11.61,4.63,,,,
,F8A.3_LV_S_A1,WB,A1,dodg,F,LV,S,,4/21/16,0.0278,,4/26/16,0.0509,,5/3/16,0.1128,,5/12/16,0.2631,"probably not adult, wings don't look like adult wings, moved back",,,,5/24/16,0.3611,12.13,5.1,,,,
X,F8A.4_LV_S_A1,,A1,dodg,,LV,S,,,,,4/21/16,0.0205,,4/27/16,0.0422,,,,,,,,,,,,,5/4/16,,
,F8A.5_LV_S_A1,WG,A1,dodg,F,LV,S,,,,,4/21/16,0.0323,,4/26/16,0.0432,,5/3/16,0.1292,,5/11/16,0.2532,,5/23/16,0.3454,11.83,4.9,,5/30/16,,
,F8A.6_LV_S_A1,WP,A1,dodg,M,LV,S,,,,,4/21/16,0.028,,4/27/16,0.0518,,5/4/16,0.0765,,5/13/16,0.1861,,5/26/16,0.2358,10.73,4.53,,,,
,F8A.7_LV_S_A1,GrR,A1,dodg,M,LV,S,,,,,4/21/16,0.0272,,4/26/16,0.0363,,5/5/16,0.0873,,5/13/16,0.2001,,5/28/16,0.2885,10.61,4.56,,,,
X,F8A.8_LV_S_A1,GrY,A1,dodg,,LV,S,,,,,4/21/16,0.0318,,4/25/16,0.0389,,5/3/16,0.0985,,5/13/16,0.173,,,,,,,5/16/16,,
,F8A.9_LV_S_A1,GrB,A1,dodg,F,LV,S,,,,,4/21/16,0.0169,,4/28/16,0.0599,,5/5/16,0.0996,,5/12/16,0.2029,,5/24/16,0.4777,12.79,5.6,,,,
X,F8A.10_LV_S_A1,GrO,A1,dodg,M,LV,S,,,,,4/21/16,0.0287,,4/26/16,0.0431,,5/2/16,0.0808,,5/10/16,0.141,,5/21/16,0.2449,10.73,4.51,,6/3/16,,
,F8A.11_LV_S_A1,GrG,A1,dodg,F,LV,S,,,,,4/21/16,0.0289,,4/26/16,0.0508,,5/3/16,0.1159,,5/10/16,0.1652,,5/21/16,0.3201,11.91,5.46,,,,
X,F25A.1_LV_S_A1,WR,A1,dodg,F,LV,S,4 dead,,,,4/21/16,0.0281,,4/28/16,0.0639,,5/5/16,0.1362,,5/12/16,0.2004,"does not look like adult, shifted back",5/24/16,0.355,12.52,5.32,,5/31/16,,
,F25A.2_LV_S_A1,WY,A1,dodg,F,LV,S,,4/21/16,0.0614,,4/22/16,0.016,,4/30/16,0.0581,,5/9/16,0.0796,,5/17/16,0.2183,shift left,5/30/16,0.3414,11.53,5.42,,,,
X,F2A.1_LV_S_A1,,A1,dodg,,LV,S,0 dead,,,,4/22/16,0.0315,,4/26/16,0.0381,,5/4/16,0.0701,,,,,,,,,,5/6/16,,
X,F6.1_LV_S_B1,,B1,dodg,,LV,S,3 dead,4/22/16,0.0109,,4/26/16,0.0123,,5/3/16,0.0294,,,,,,,,,,,,,5/6/16,,
X,F6.2_LV_S_B1,,B1,dodg,,LV,S,,,,,4/22/16,0.0164,,4/29/16,0.0345,,,,,,,,,,,,,5/2/16,,
X,F11.1_LV_S_A1,WR,A1,dodg,,LV,S,2 dead,,,,4/22/16,0.0127,,4/26/16,0.0224,,5/2/16,0.0478,,5/9/16,0.0614,,,,,,,5/30/16,,
,F63.1_LV_S_B1,WR,B1,dodg,,LV,S,1 dead,4/22/16,0.0234,,4/29/16,0.0476,,5/5/16,0.0605,,,,,5/13/16,0.1535,,5/25/16,0.2314,9.85,4.38,,,,
X,F63.2_LV_S_B1,WY,B1,dodg,F,LV,S,,,,,4/22/16,0.0283,,4/26/16,0.0381,,5/3/16,0.0764,,5/13/16,0.2095,,5/23/16,0.3384,11.75,5.15,,5/31/16,,
X,F63.3_LV_S_B1,WB,B1,dodg,F,LV,S,,,,,4/22/16,0.0226,,4/28/16,0.0609,,5/3/16,0.106,,5/11/16,0.2004,,5/23/16,0.3685,11.26,4.34,,5/31/16,,
,F63.4_LV_S_B1,WO,B1,dodg,M,LV,S,,4/22/16,0.0253,,4/26/16,0.0391,,5/3/16,0.0735,,5/10/16,0.164,,5/10/16,0.1643,,5/20/16,0.2189,,,,,,
,F63.5_LV_S_B1,WG,B1,dodg,F,LV,S,,,,,4/22/16,0.0154,broken leg,4/29/16,0.0245,,5/6/16,0.0636,,5/14/16,0.2051,,5/24/16,0.3109,11.74,5.22,,,,
X,F77B.1_HV_L_dodg_C1,WR,C1,dodg,F,HV,L,,,,,4/22/16,0.0677,,4/27/16,0.1204,,5/3/16,0.2365,,,,,5/16/16,0.5431,11.45,5.97,pronotum is wildly shaped,6/1/16,,
,F77B.2_HV_L_dodg_C1,WY,C1,dodg,F,HV,L,,,,,4/22/16,0.0411,,4/23/16,0.0603,,4/29/16,0.0776,,5/9/16,0.1955,,5/21/16,0.343,10.63,5.16,,,,
,F77B.3_HV_L_dodg_C1,WB,C1,dodg,,HV,L,,,,,4/22/16,0.0451,,4/24/16,0.0587,,4/30/16,0.1017,,5/7/16,0.176,,5/20/16,0.3972,10.46,5.02,,,,
,FB1.1_HV_L_dodg_C1,WR,C1,dodg,F,HV,L,,,,,4/22/16,0.0262,,4/28/16,0.0685,,5/5/16,0.1414,,,,,5/14/16,0.2147,9.77,3.98,,5/23/16,,
,F26.21_HV_Ldodg_A1,WR,A1,dodg,,HV,L,"couldn't find ID in the sheet, is it maybe F26.1 or F26.2???? putting it here for now as 4th",,,,,,,4/24/16,0.0347,,5/9/16,0.1362,,,,,,,,,,,,
,F43.1_LV_S_A1,WR,A1,dodg,M,LV,S,,,,,4/24/16,0.0208,,4/30/16,0.0393,,5/9/16,0.0951,,5/16/16,0.1596,,5/26/16,0.2479,9.35,4.02,,,,
,F43.2_LV_S_A1,WY,A1,dodg,F,LV,S,,4/24/16,0.0283,,4/28/16,0.0339,,4/29/16,0.0523,,5/6/16,0.0906,,5/14/16,0.1747,,5/26/16,0.2466,10.85,4.76,,,,
,F43.3_LV_S_A1,WB,A1,dodg,M,LV,S,,,,,4/24/16,0.0165,,4/30/16,0.0351,,5/9/16,0.0751,,5/18/16,0.1944,,5/28/16,0.2944,10.67,4.46,,,,
,F49.1_HV_L_A1,WR,A1,dodg,F,HV,L,,,,,4/24/16,0.0495,,4/29/16,0.0741,,5/6/16,0.1949,,,,,5/17/16,0.345,11.96,5.28,,,,
,F49.2_HV_L_A1,WY,A1,dodg,M,HV,L,,,,,4/24/16,0.0464,,5/2/16,0.1055,,5/6/16,0.1251,,,,,5/16/16,0.2328,10.42,4.45,,,,
,F49.3_HV_L_A1,WB,A1,dodg,F,HV,L,,,,,4/24/16,0.0499,,4/30/16,0.1065,,,,,,,,5/16/16,0.3675,12.72,5.64,label looks like F49.B,,,
,F49.4_HV_L_A1,WO,A1,dodg,M,HV,L,,,,,4/24/16,0.0458,,4/29/16,0.0602,,5/6/16,0.1341,,5/16/16,0.2034,,,,10.39,4.35,"it should be an adult at 5/16/2016,put it into cummunal box",,,
,F49.5_HV_L_A1,WG,A1,dodg,M,HV,L,,,,,4/24/16,0.0438,,4/29/16,0.0786,,5/6/16,0.01312,,,,,5/17/16,0.2275,9.61,4.41,,,,
,F49.6_HV_L_A1,WP,A1,dodg,F,HV,L,,,,,4/24/16,0.0465,,4/30/16,0.0801,,5/9/16,0.2103,,,,,5/19/16,0.4264,12.29,5.61,,,,
,F20.1_HV_L_A1,WR,A1,dodg,,HV,L,,,,,4/24/16,0.0471,,4/25/16,0.0591,,5/2/16,0.1272,,,,,5/18/16,0.2223,11.31,4.82,lose right leg,,,
,F62.1_LV_L_B1,WR,B1,dodg,,LV,L,0 dead,,,,4/26/16,0.0256,,5/4/16,0.058,,5/9/16,0.0951,,5/17/16,0.1181,,,,,,,,,
,F62.2_LV_L_B1,WY,B1,dodg,,LV,L,,,,,4/26/16,0.0361,,4/29/16,0.0568,,5/7/16,0.1203,,5/14/16,0.1587,,,,,,,,,
,F62.3_LV_L_B1,WB,B1,dodg,M,LV,L,,,,,4/26/16,0.0276,,4/30/16,0.0358,,5/9/16,0.0879,,5/17/16,0.1451,,5/28/16,0.232,10.44,4.36,,,,
,F38B.1_LV_L_B1,WR,B1,dodg,F,LV,L,0 dead,,,,4/26/16,0.0312,,5/9/16,0.1049,,5/16/16,0.1644,,,,,5/28/16,0.36,11.64,5.14,,,,
,F38B.2_LV_L_B1,WY,B1,dodg,F,LV,L,,,,,4/26/16,0.0296,,4/30/16,0.0513,,5/9/16,0.0986,,5/17/16,0.1637,,5/31/16,0.3838,10.99,5.17,,,,
X,F38B.3_LV_L_B1,,B1,dodg,,LV,L,,,,,4/26/16,0.0358,,4/29/16,0.0461,,,,,,,,,,,,,5/2/16,,
,F32B.1_HV_S_B1,WO,B1,dodg,F,HV,S,0 dead,,,,4/26/16,0.0402,,4/28/16,0.0611,,5/3/16,0.0779,,5/10/16,0.1699,,5/19/16,0.409,9.78,4.92,,5/23/16,,
,F32B.2_HV_S_B1,WG,B1,dodg,M,HV,S,,,,,4/26/16,0.0323,,5/3/16,0.0902,,5/9/16,0.124,,,,,5/19/16,0.2402,11.13,4.46,,,,
,F21.1_HV_L_A1,WR,A1,dodg,M,HV,L,0 dead,,,,4/26/16,0.0499,1 hindlimb (left),4/30/16,0.0685,,5/7/16,0.1445,missing right leg,,,,5/16/16,0.1988,11.22,4.39,,,,
,F21.2_HV_L_A1,WY,A1,dodg,M,HV,L,,,,,4/26/16,0.0452,,5/2/16,0.0818,,5/9/16,0.1581,,,,,5/17/16,0.2067,9.58,4.71,,,,
X,F12.1_LV_L_A1,,A1,dodg,,LV,L,2 dead,,,,4/26/16,0.0236,,5/7/16,0.0384,,,,,,,,,,,,,5/11/16,,
,F29.1_HV_L_A1,WR,A1,dodg,M,HV,L,0 dead,,,,4/27/16,0.0359,,5/3/16,0.055,,5/11/16,0.1109,,,,,5/23/16,0.2327,10.05,4.56,,,,
,F58.1_HV_S_dodg_C1,WR,C1,dodg,,HV,S,0 dead,,,,4/28/16,0.0406,,5/4/16,0.0701,,5/19/16,0.1977,,,,,,,,,,,,
,F56.1_LV_L_dodg_A1,WR,A1,dodg,M,LV,L,0 dead,,,,4/28/16,0.0251,,5/3/16,0.0302,,5/12/16,0.087,,6/3/16,0.2062,,6-Jun,0.191,9.9,4.15,"missing left leg, measured right",,,
,F56.2_LV_L_dodg_A1,WY,A1,dodg,F,LV,L,,,,,4/28/16,0.0306,,4/30/16,0.0368,,5/9/16,0.0683,,5/19/16,0.1889,,5/31/16,0.2777,12.1,4.67,,,,
,FUN7.1_HV_L_B1,WR,B1,pell,F,HV,L,4 dead,,,,5/2/16,0.0479,possibly 4th instar,5/16/16,0.1257,,,,,,,,5/30/16,0.2384,11.16,3.61,,,,
,FUN7.2_HV_L_B1,WY,B1,pell,,HV,L,,,,,5/2/16,0.0307,possibly 4th instar,5/9/16,0.0679,,5/16/16,0.0938,,,,,,,,,,,,
X,FUN7.3_HV_L_B1,WB,B1,pell,,HV,L,,,,,5/2/16,0.0381,,5/5/16,0.0458,,,,,,,,,,,,,5/11/16,,
,FUN7.4_HV_L_B1,WO,B1,pell,F,HV,L,,,,,5/2/16,0.0499,possibly 4th instar,5/9/16,0.0735,,5/17/16,0.1506,,,,,5/30/16,0.3473,12.96,4.38,0.2695,,,
,FUN7.5_HV_L_B1,WG,B1,pell,F,HV,L,,,,,5/2/16,0.0331,,5/4/16,0.0466,,5/11/16,0.0829,,5/19/16,0.1575,,5/30/16,0.2696,13.2,3.97,,,,
,FUN7.6_HV_L_B1,WP,B1,pell,,HV,L,,,,,5/2/16,0.0124,possibly 2nd instar,5/6/16,0.0153,,5/16/16,0.0203,,5/24/16,0.0782,,,,,,,,,
,FUN7.7_HV_L_B1,GrR,B1,pell,F,HV,L,,,,,5/2/16,0.0444,possibly 4th instar,5/9/16,0.0889,,5/16/16,0.1387,,,,,5/27/16,0.2708,13.09,4.57,,,,
X,FUN7.8_HV_L_B1,GrY,B1,pell,F,HV,L,,,,,5/2/16,0.0239,possibly 4th instar,5/9/16,0.0407,,5/17/16,0.1084,lost left leg,,,,,,,,,5/26/16,,
,FUN10.1_HV_L_B1,WR,B1,pell,,HV,L,0 dead,,,,5/2/16,0.0246,possibly 4th instar,5/9/16,0.0571,,,,,,,,5/30/16,0.2634,12.13,5.44,,,,
,FUN10.2_HV_L_B1,WY,B1,pell,,HV,L,,,,,5/2/16,0.0212,,5/3/16,0.0214,,5/12/16,0.0731,,,,,,,,,,,,
,FUN10.3_HV_L_B1,WB,B1,pell,F,HV,L,,,,,5/2/16,0.0236,,5/5/16,0.0334,,5/13/16,0.0783,,5/21/16,0.1697,,5/31/16,0.2595,12.74,4.97,,,,
,FUN10.4_HV_L_B1,WO,B1,pell,,HV,L,,,,,5/2/16,0.0229,possibly 4th instar,5/4/16,0.0254,,5/17/16,0.0651,,5/30/16,0.1091,,,,,,,,,
,FUN10.5_HV_L_B1,WG,B1,pell,M,HV,L,,,,,5/2/16,0.0204,possibly 4th instar,5/9/16,0.0454,,,,,,,,5/30/16,0.1628,10.47,4.27,,,,
,FUN10.6_HV_L_B1,WP,B1,pell,M,HV,L,,,,,5/2/16,0.0175,possibly 4th instar,5/11/16,0.0601,,5/19/16,0.1175,,,,,5/28/16,0.1675,10.34,4.23,,,,
,FUN10.7_HV_L_B1,GrR,B1,pell,F,HV,L,,,,,5/2/16,0.0224,,5/11/16,0.059,,5/19/16,0.1442,,,,,5/30/16,0.2666,10.16,4.4,,,,
,FUN8.1_HV_L_B1,WR,B1,pell,F,HV,L,1 dead; egg pod and communal container labels do not match.  I went with egg pod label.  Communal label was FG_HV_L_pell_C1,,,,5/2/16,0.0254,possibly 4th instar,,,,,,,,,,5/26/16,0.1953,10.92,3.52,missing an instar but looks adult (big wings) so measured but kept in single container to watch for another molt in case,,,
,FUN8.2_HV_L_B1,WY,B1,pell,F,HV,L,,,,,5/2/16,0.0279,,5/4/16,0.039,,5/11/16,0.0849,,,,,5/31/16,0.2568,12.39,4.64,,,,
